source,target
Theo - leaving a mark,Golan - Play
Theo - leaving a mark,Maeda - playful systems
Theo - leaving a mark,Patricio - Theory of Play 1
Theo - leaving a mark,Patricio - Building Universes 1
Theo - leaving a mark,Shantell - Kids
Theo - learning,Binx - Background
Theo - learning,Casey - Programming at 26
Theo - learning,Karsten - east german hardware 2
Theo - learning,Shiffman - Maybe I'd like that
Theo - learning,Zach - action script
Theo - learning,Joel - Amiga500
Theo - struggle with technology,Kevin - learning to code
Theo - struggle with technology,Kevin - autonomous machines crash
Theo - struggle with technology,Nervous_Jesse - understanding to control 3
Theo - struggle with technology,Nervous_Jesse - error
Theo - struggle with technology,Ramsey - trapese 1
Theo - struggle with technology,Ramsey - trapese 2
Theo - newness,Aaron - curiosity
Theo - newness,Bruce - aborted projects
Theo - newness,Bruce - New media Wow
Theo - newness,Bruce - hamster herding
Theo - newness,Julian - toolkit culture
Theo - newness,Marius - Living in a state of newness since age 10
Theo - newness,Marius - Thoroughly enjoying it at the moment
Theo - newness,Philip - young medium
Theo - 3D sensing,Jen - deep interaction
Theo - 3D sensing,Kyle_MC - eyetracking everywhere
Theo - hide the technology,,Golan - jolted into the NOW
Theo - hide the technology,,Jen - deep interaction
Theo - hide the technology,,Jer - active not interactive
Theo - hide the technology,,Julian - ideology of seamlessness
Theo - hide the technology,,Kevin - Area code 2
Theo - hide the technology,,Intro - Interfaces
Theo - hide the technology,,Joel - Interactivity
Theo - open frameworks,Maeda - ACU p 2
Theo - open frameworks,Zach - Open Frameworks 2
Theo - open frameworks,Zach - at a festival
Theo - open frameworks,Zach - decompiling
Theo - open frameworks,Zach - Open Frameworks 1
Theo - open frameworks,Zach - Open Frameworks 3
Theo - open frameworks,Zach - emailing the communnity
Theo - open frameworks,Diederick - openFrameworks
Theo - development feedback,,Karsten - processing
Theo - development feedback,,Karsten - toxiclibs
Theo - development feedback,,Maeda - Processing toolkit
Theo - development feedback,,Diederick - openFrameworks
Theo - favorite projects,Bruce - Simulation Replication Recursion
Theo - favorite projects,Kevin - algo culture 4
Theo - generative and pre-rendered,Bruce - Parametric vs Generative
Theo - generative and pre-rendered,Marius - Continuous process of exploration
Theo - new media and old media,,Maeda - old and new
Theo - new media and old media,,Regine - new media ghetto
Theo - new media and old media,,Regine - doesn't matter as long as it's good
Theo - art world,Julia - medium of our time
Theo - art world,Kyle_CH - tribe of New media
Theo - art world,Kyle_CH - fun accessible art
Theo - art world,Regine - new media ghetto
Theo - art world,Regine - doesn't matter as long as it's good
Theo - crazy researcher,Bruce - future city 2
Theo - crazy researcher,Bruce - not one cyberpunk idea
Theo - crazy researcher,Bruce - 2060s (Lashup 5)
Theo - crazy researcher,Bruce - A sappy Singularity
Theo - crazy researcher,Julian - science fiction
Theo - crazy researcher,Kevin - cognition vs computation 1
Theo - crazy researcher,Kyle_MC - Transparent tech 2
Theo - crazy researcher,Kyle_MC - shaping the direction
Theo - crazy researcher,Regine - imagining the future
Theo - crazy researcher,Regine - teleportation
Theo - crazy researcher,Shantell - group improvisation
Theo - crazy researcher,Sophy - nanobots
Theo - eyebeam R&D,Bruce - It's an old thing
Theo - eyebeam R&D,Bruce - Fax machine
Theo - eyebeam R&D,Bruce - new aesthetic artists
Theo - eyebeam R&D,Bruce - unstable mileau of media art
Theo - eyebeam R&D,Bruce - Computer art takes flight
Theo - eyebeam R&D,Casey - old media
Theo - eyebeam R&D,Casey - learning from precursors
Theo - eyebeam R&D,Higa - not sharing its a backup
Theo - eyebeam R&D,Karsten - new media
Theo - eyebeam R&D,Karsten - obsolescence
Theo - eyebeam R&D,Maeda - New media
Theo - eyebeam R&D,Maeda - old and new
Theo - hidden technology,Zach - hide the tech
Theo - evolution,Andres - modeling the human being
Theo - evolution,Elliot_UK - tree sculpture
Theo - evolution,Kevin - computation was invented
Theo - evolution,Ramsey - does nature compute? 1
Theo - evolution,Shiffman - genetics short 2
Theo - evolution,Sophy - Evolution
Theo - magic,Kyle_CH - coding is 1
Theo - magic,Marcus - emergence
Theo - magic,Philip - programming the river
Theo - magic,Philip - toxi's physics
Theo - magic,Philip - couldn't do this with actual water
Theo - magic,Shiffman - a mystical quality
Theo - magic,Shiffman - NOC 3
Theo - magic,Shiffman - programming the universe
Theo - magic,Shiffman - how far could we get?
Theo - magic,Shiffman - Constraints,
Theo - magic,Shiffman - NOC 1
Theo - magic,LIA - VisualizeAnIdea
Vera - Playing with a system,Andres - soft systems 1
Vera - Playing with a system,Golan - playable image
Vera - Playing with a system,Golan - observation of users
Vera - Playing with a system,Golan - woah
Vera - Playing with a system,Golan - woah2
Vera - Playing with a system,Higa - collaboration with machines 1
Vera - Playing with a system,Higa - collaboration with machines 2
Vera - Playing with a system,Maeda - thinking about interfaces
Vera - Playing with a system,Marcus - lego bricks
Vera - Playing with a system,Nervous_Jesse - organic process
Vera - Playing with a system,Ramsey - elegant system
Vera - Playing with a system,Intro - interactivity1
Vera - Playing with a system,LIA - CircleFormula1
Vera - Playing with a system,LIA - TinyButtons2
Vera - Digital life forms,Casey - Systems theory
Vera - Digital life forms,Marcus - emergence
Vera - Digital life forms,Marius - artificial creativity
Vera - Digital life forms,Ramsey - conway
Vera - Digital life forms,Ramsey - Conway 1
Vera - Digital life forms,Ramsey - Conway 2
Vera - Digital life forms,Ramsey - Conway 3
Vera - Digital life forms,Shiffman - evolution
Vera - Energy Flow1,Aaron - mini-brains
Vera - Energy Flow1,Aaron - story medium
Vera - Energy Flow1,Aaron - autonomous storytellers
Vera - Energy Flow1,Aaron - exquisite forest
Vera - Energy Flow1,Casey - Tree of Life
Vera - Energy Flow1,Casey - It's not cinema not a game
Vera - Energy Flow1,Casey - Something new, totally engrossing
Vera - Energy Flow1,Karolina - Journey
Vera - Energy Flow1,Kevin - Acknolwedgement of artifice
Vera - Energy Flow1,Kevin - algo stories 1
Vera - Energy Flow1,Kevin - algo stories 2
Vera - Energy Flow1,Kyle_CH - storytelling
Vera - Energy Flow1,Marcus - simulation to stories
Vera - Energy Flow1,Marcus - energy flow
Vera - Energy Flow1,Marcus - energy flow_riot
Vera - Energy Flow1,Marcus - audience
Vera - Energy Flow1,Marcus - code for storytelling
Vera - Energy Flow1,Patricio - Playlist 1
Vera - Energy Flow1,Patricio - Playlist 2
Vera - Energy Flow1,Sophy - nonlinearity
Vera - Energy Flow2,Aaron - mini-brains
Vera - Energy Flow2,Aaron - autonomous storytellers
Vera - Energy Flow2,Aaron - exquisite forest
Vera - Energy Flow2,Casey - Tree of Life
Vera - Energy Flow2,Casey - It's not cinema not a game
Vera - Energy Flow2,Jen - data viz challenges
Vera - Energy Flow2,Julia - toward greater generosity 1
Vera - Energy Flow2,Karolina - Ocean as metaphor
Vera - Energy Flow2,Kevin - Acknolwedgement of artifice
Vera - Energy Flow2,Kevin - algo stories 1
Vera - Energy Flow2,Kevin - algo stories 2
Vera - Energy Flow2,Kevin - cognition vs computation 1
Vera - Energy Flow2,Kyle_CH - storytelling
Vera - Energy Flow2,Marcus - energy flow
Vera - Energy Flow2,Marcus - energy flow_riot
Vera - Energy Flow2,Marcus - code for storytelling
Vera - Energy Flow2,Paola - mutant ants
Vera - Energy Flow2,Patricio - Playlist 1
Vera - Energy Flow2,Patricio - Playlist 2
Vera - Energy Flow2,Ramsey - social computer
Vera - having a protagonist,Aaron - mini-brains
Vera - having a protagonist,Aaron - autonomous storytellers
Vera - having a protagonist,Aaron - exquisite forest
Vera - having a protagonist,Casey - Tree of Life
Vera - having a protagonist,Casey - It's not cinema not a game
Vera - having a protagonist,Casey - Something new, totally engrossing
Vera - having a protagonist,Karolina - Journey
Vera - having a protagonist,Kevin - Acknolwedgement of artifice
Vera - having a protagonist,Kevin - algo stories 1
Vera - having a protagonist,Kevin - algo stories 2
Vera - having a protagonist,Kyle_CH - storytelling
Vera - having a protagonist,Marcus - energy flow
Vera - having a protagonist,Marcus - energy flow_riot
Vera - having a protagonist,Marcus - audience
Vera - having a protagonist,Marcus - code for storytelling
Vera - having a protagonist,Patricio - Playlist 2
Vera - having a protagonist,Patricio - Play 1
Vera - having a protagonist,Sophy - nonlinearity
Vera - Accessibility through strories,Aaron - mini-brains
Vera - Accessibility through strories,Aaron - autonomous storytellers
Vera - Accessibility through strories,Aaron - exquisite forest
Vera - Accessibility through strories,Casey - Tree of Life
Vera - Accessibility through strories,Casey - It's not cinema not a game
Vera - Accessibility through strories,Casey - Something new, totally engrossing
Vera - Accessibility through strories,Karolina - Journey
Vera - Accessibility through strories,Kevin - Acknolwedgement of artifice
Vera - Accessibility through strories,Kevin - algo stories 1
Vera - Accessibility through strories,Kevin - algo stories 2
Vera - Accessibility through strories,Kyle_CH - storytelling
Vera - Accessibility through strories,Marcus - simulation to stories
Vera - Accessibility through strories,Marcus - energy flow
Vera - Accessibility through strories,Marcus - energy flow_riot
Vera - Accessibility through strories,Marcus - audience
Vera - Accessibility through strories,Marcus - code for storytelling
Vera - Accessibility through strories,Patricio - Playlist 2
Vera - Accessibility through strories,Patricio - Play 1
Vera - Accessibility through strories,Sophy - nonlinearity
Vera - What I like about this field,Bruce - All of a sudden...
Vera - What I like about this field,Bruce - Tidepools
Vera - What I like about this field,Golan - finding a community
Vera - What I like about this field,Higa - only meets pure geeks
Vera - What I like about this field,Julia - community
Vera - What I like about this field,Lindsay - memes 2
Vera - What I like about this field,Marcus - community styles
Vera - What I like about this field,Marcus - new tricks
Vera - What I like about this field,Zach - nerd art center
Vera - What I like about this field,Damion - SmallCommunity
Vera - What I like about this field,LIA - helldotcom
Zach - Open Frameworks 2,Theo - open frameworks
Zach - at a festival,Binx - learning
Zach - at a festival,Binx - learning with others
Zach - at a festival,Casey - Processing open
Zach - at a festival,Casey - group teaching
Zach - at a festival,Golan - Kyle
Zach - at a festival,Higa - committed to community
Zach - at a festival,Higa - sharing accidently 1
Zach - at a festival,Higa - sharing accidently 2
Zach - at a festival,Jer - spoken word
Zach - at a festival,Jer - Thanks
Zach - at a festival,Jer - Toxi: gurus
Zach - at a festival,Julia - community
Zach - at a festival,Julia - toward greater generosity 1
Zach - at a festival,Kyle_CH - new generation
Zach - at a festival,Lindsay - memes 2
Zach - at a festival,Maeda - Processing community
Zach - at a festival,Shiffman - sharing
Zach - at a festival,Theo - open frameworks
Zach - at a festival,Intro - Collaboration
Zach - at a festival,Intro - Sharing
Zach - at a festival,LIA - helldotcom
Zach - open source challenge,Casey - Processing open
Zach - open source challenge,Higa - thick wall
Zach - open source challenge,Higa - sharing accidently 1
Zach - open source challenge,Higa - sharing accidently 2
Zach - open source challenge,Jer - Desire to get together
Zach - open source challenge,JTNimoy - open source mensch
Zach - open source challenge,Karsten - becoming insular
Zach - open source challenge,Maeda - Processing community
Zach - open source challenge,Paola - code ant farm
Zach - open source challenge,Shiffman - sharing
Zach - open source challenge,Shiffman - problem solving
Zach - Open CV,Kyle_CH - face OSC
Zach - debugging,Nervous_Jesse - understanding to control 3
Zach - printshop,Andres - sharing code
Zach - printshop,Binx - learning
Zach - printshop,Binx - learning with others
Zach - printshop,Casey - Processing open
Zach - printshop,Casey - group teaching
Zach - printshop,Higa - committed to community
Zach - printshop,Higa - sharing accidently 1
Zach - printshop,Higa - sharing accidently 2
Zach - printshop,Jer - spoken word
Zach - printshop,Julia - can't be solitary
Zach - printshop,Julia - toward greater generosity 1
Zach - printshop,Karsten - becoming insular
Zach - printshop,Lauren - using tools in unexpected ways
Zach - printshop,Lindsay - memes 2
Zach - printshop,Maeda - sharing for collective advancement
Zach - printshop,Shiffman - sharing
Zach - printshop,LIA - helldotcom
Zach - action script,Binx - tech fracturing
Zach - action script,Casey - Software is what i love the most
Zach - action script,Casey - Programming at 26
Zach - action script,Higa - beginnings
Zach - action script,Jer - Generative Art
Zach - action script,JTNimoy - I addicted myself
Zach - action script,Karsten - east german hardware 2
Zach - action script,Karsten - programming is...
Zach - action script,Patricio - CopyPaste
Zach - action script,Philip - learn through programming
Zach - action script,Philip - understanding through physics
Zach - action script,Shiffman - Maybe I'd like that
Zach - action script,Theo - learning
Zach - action script,Intro - Learning
Zach - action script,Joel - Amiga500
Zach - work with Golan,Golan - Kyle
Zach - work with Golan,Maeda - passing the baton
